date,open,high,low,close
2007-07-17,13.21,13.753,13.5,13.5425
2007-07-18,13.311,13.34,12.991,13.87
2007-07-19,13.73,14.754,13.71,14.348
2007-07-20,14.37,14.141,14.335,13.85
2007-07-23,14.0,14.8,14.5,14.577
2007-07-24,14.505,14.72,14.565,14.1829
2007-07-25,14.67,14.856,14.38,14.38
2007-07-26,13.956,14.073,13.34,14.092
2007-07-27,14.055,13.93,13.45,14.0793
2007-07-30,14.16,13.747,13.719,14.07
2007-07-31,14.224,13.93,13.44,13.58
2007-08-01,13.37,13.976,13.81,13.6
2007-08-02,14.4,14.0,13.99,13.61
2007-08-03,13.516,14.064,13.51,13.243
2007-08-06,13.713,13.53,13.607,13.505
2007-08-07,14.016,13.907,13.52,13.97
2007-08-08,13.668,14.32,13.81,13.96
2007-08-09,13.662,14.47,14.244,14.649
2007-08-10,14.05,14.8,14.292,14.1
2007-08-13,14.52,14.69,14.02,14.355
2007-08-14,14.3,14.2,13.97,14.0
2007-08-15,13.583,13.898,13.42,13.836
2007-08-16,13.547,13.974,13.178,13.313
2007-08-17,13.48,13.982,13.48,13.96
2007-08-20,13.44,13.659,13.37,13.565
2007-08-21,13.967,13.747,13.74,14.306
2007-08-22,14.463,14.38,13.97,14.04
2007-08-23,14.569,13.87,13.96,14.04
2007-08-24,14.307,13.892,13.66,14.156
2007-08-27,13.8,14.069,14.016,14.127
2007-08-28,14.034,14.324,13.86,13.68
2007-08-29,13.662,14.167,13.808,14.11
2007-08-30,13.765,13.85,13.767,13.8
2007-08-31,14.07,14.22,14.04,14.013
2007-09-04,13.94,14.572,14.107,14.34
2007-09-05,13.9,14.26,13.75,14.16
2007-09-06,14.36,14.42,13.88,13.97
2007-09-07,13.813,13.94,13.597,14.04
2007-09-10,14.14,13.95,14.0,14.17
2007-09-11,13.66,13.836,13.99,13.738
2007-09-12,13.889,14.3,13.99,14.346
2007-09-13,13.878,13.92,14.082,13.81
2007-09-14,14.134,14.076,14.167,14.2
2007-09-17,14.23,13.936,14.02,13.75
2007-09-18,14.23,14.26,14.14,14.308
2007-09-19,14.1,14.696,14.335,14.19
2007-09-20,14.22,14.208,13.79,14.156
2007-09-21,13.85,14.04,13.755,14.021
2007-09-24,13.876,14.1,13.864,13.995
2007-09-25,13.88,14.1,13.936,14.195
2007-09-26,13.61,14.56,13.82,13.979
2007-09-27,14.11,14.118,13.543,13.707
2007-09-28,13.4,14.11,13.358,13.3
2007-10-01,13.13,13.801,13.59,13.7963
2007-10-02,13.81,13.43,13.366,13.5
2007-10-03,13.45,13.61,13.628,13.88
2007-10-04,13.387,13.638,13.2,13.36
2007-10-05,13.929,13.94,13.402,13.92
2007-10-08,13.55,13.438,13.54,13.64
2007-10-09,13.454,13.7,13.44,13.9408
2007-10-10,13.942,13.878,13.65,13.394
2007-10-11,13.56,13.366,13.67,13.42
2007-10-12,13.18,13.189,13.39,13.22
2007-10-15,13.718,13.28,13.0,13.093
2007-10-16,13.38,13.21,13.323,13.437
2007-10-17,13.4,13.376,13.13,13.8
2007-10-18,13.4,14.0,13.22,13.48
2007-10-19,13.695,13.892,13.48,13.34
2007-10-22,13.0,13.839,13.53,13.394
2007-10-23,13.12,13.52,13.385,13.27
2007-10-24,13.434,13.4,13.452,13.547
2007-10-25,13.65,13.45,13.5,13.659
2007-10-26,13.36,13.419,13.6,13.581
2007-10-29,13.26,13.706,13.01,13.161
2007-10-30,13.565,13.7,13.01,13.398
2007-10-31,13.518,13.971,13.13,13.67
2007-11-01,14.036,13.77,13.5,13.032
2007-11-02,14.0,13.13,13.065,13.225
2007-11-05,12.794,13.045,12.43,12.83
2007-11-06,12.933,12.608,12.396,12.582
2007-11-07,13.1,12.558,12.15,12.237
2007-11-08,12.0,12.266,11.604,12.2
2007-11-09,11.41,12.06,11.367,11.771
2007-11-12,11.71,11.95,11.62,11.8
2007-11-13,12.035,12.203,11.68,12.551
2007-11-14,12.221,12.657,12.26,12.314
2007-11-15,12.311,12.7,12.23,12.24
2007-11-16,11.31,12.27,10.899,11.686
2007-11-19,11.8,11.974,11.5933,11.948
2007-11-20,11.497,11.94,11.349,11.85
2007-11-21,11.9,11.65,11.715,11.952
2007-11-22,11.7,12.09,11.706,11.889
2007-11-23,11.5,11.894,11.399,11.548
2007-11-26,12.01,12.0,11.253,11.18
2007-11-27,11.241,11.6,11.45,11.565
2007-11-28,11.3,11.64,11.41,11.95
2007-11-29,11.551,11.94,11.777,11.77
2007-11-30,12.14,12.047,11.5,12.022
2007-12-03,12.201,11.911,11.774,11.678
2007-12-04,11.8,11.423,11.3,11.61
2007-12-05,11.4,11.62,11.74,11.39
2007-12-06,11.5,11.784,11.315,11.853
2007-12-07,11.8,11.44,11.508,11.653
2007-12-10,11.41,11.79,11.738,11.608
2007-12-11,11.281,11.57,11.406,11.16
2007-12-12,11.627,11.62,11.135,10.94
2007-12-13,11.19,11.42,10.9,10.79
2007-12-14,10.69,10.857,11.038,11.027
2007-12-17,10.9,10.9,10.54,10.302
2007-12-18,10.3,10.57,10.509,10.4
2007-12-19,10.4,10.38,10.145,10.385
2007-12-20,10.19,10.33,10.42,10.54
2007-12-21,10.8,10.84,10.27,10.63
2007-12-24,10.67,10.96,10.855,11.12
2007-12-26,10.527,10.884,10.55,10.62
2007-12-27,10.76,10.634,10.501,10.63
2007-12-28,10.344,10.37,10.097,10.355
2007-12-31,10.392,10.46,10.036,10.723
2008-01-02,10.263,10.45,9.89,9.971
2008-01-03,9.687,9.8,9.29,9.67
2008-01-04,9.43,9.55,9.0,9.119
2008-01-07,9.5,9.569,9.102,9.37
2008-01-08,10.275,10.845,10.366,10.08
2008-01-09,10.0,10.21,9.92,10.03
2008-01-10,9.96,10.633,9.77,10.43
2008-01-11,10.131,10.116,9.96,10.138
2008-01-14,9.95,10.16,10.15,10.076
2008-01-15,9.98,9.7,9.75,9.64
2008-01-16,9.54,9.93,9.64,10.04
2008-01-17,9.759,9.96,9.909,9.593
2008-01-18,9.735,9.744,9.219,9.75
2008-01-22,8.99,9.7856,9.26,9.789
2008-01-23,9.22,10.218,9.439,10.148
2008-01-24,10.194,10.38,10.32,10.601
2008-01-25,10.419,10.45,10.206,10.01
2008-01-28,9.9,9.9,9.74,9.85
2008-01-29,9.94,10.363,10.03,10.056
2008-01-30,10.0,10.416,9.905,9.65
2008-01-31,9.334,10.04,9.43,9.668
2008-02-01,9.621,9.81,9.56,9.7
2008-02-04,9.96,9.784,9.531,9.881
2008-02-05,9.77,9.7,9.62,9.511
2008-02-06,9.333,9.52,9.04,9.503
2008-02-07,9.336,9.596,9.326,9.716
2008-02-08,9.67,9.596,9.13,9.43
2008-02-11,9.319,9.37,9.052,9.71
2008-02-12,9.47,9.8261,9.31,9.569
2008-02-13,9.49,9.94,9.38,9.855
2008-02-14,9.555,9.45,9.192,9.53
2008-02-15,9.333,9.29,9.4834,9.325
2008-02-19,9.71,9.373,9.44,9.17
2008-02-20,9.314,9.353,9.0,9.18
2008-02-21,9.18,9.277,8.982,9.076
2008-02-22,9.136,9.497,9.07,9.379
2008-02-25,9.333,9.278,9.05,9.143
2008-02-26,9.26,9.9,9.581,9.67
2008-02-27,9.577,9.852,9.41,9.81
2008-02-28,9.87,9.544,9.7,9.519
2008-02-29,9.4,9.71,9.085,9.422
2008-03-03,9.0,9.267,9.114,9.085
2008-03-04,9.3,9.0,9.1434,9.2
2008-03-05,9.0,9.46,9.122,9.38
2008-03-06,9.341,9.4,9.012,9.2
2008-03-07,8.88,9.21,8.53,8.6
2008-03-10,8.77,8.95,8.413,8.5
2008-03-11,8.91,8.889,8.76,9.29
2008-03-12,9.017,9.163,9.02,9.106
2008-03-13,8.888,9.02,8.643,9.153
2008-03-14,8.97,8.95,8.7,9.112
2008-03-17,8.741,9.155,8.687,8.76
2008-03-18,8.83,9.466,8.8,9.17
2008-03-19,9.29,9.36,8.927,8.8
2008-03-20,8.896,9.133,8.91,9.152
2008-03-24,8.898,9.147,8.88,9.047
2008-03-25,9.04,9.07,9.28,9.18
2008-03-26,9.34,9.007,8.913,9.06
2008-03-27,8.9,9.258,9.03,9.06
2008-03-28,9.0,9.1,8.8,8.675
2008-03-31,8.61,8.9,8.6,9.11
2008-04-01,9.152,9.4,8.88,9.55
2008-04-02,9.34,9.728,9.18,9.3
2008-04-03,9.332,9.7,9.221,9.54
2008-04-04,9.23,9.62,9.4413,9.38
2008-04-07,9.344,9.63,9.305,9.339
2008-04-08,9.391,9.526,9.29,9.09
2008-04-09,9.423,9.467,8.679,9.099
2008-04-10,8.8,9.05,8.884,8.879
2008-04-11,9.1,9.0,8.926,8.89
2008-04-14,8.92,8.76,8.83,8.758
2008-04-15,8.708,8.79,8.71,8.89
2008-04-16,9.0,8.86,8.9927,9.11
2008-04-17,8.91,9.24,9.05,8.97
2008-04-18,9.389,9.42,9.256,9.28
2008-04-21,9.28,9.32,9.172,9.034
2008-04-22,8.99,9.08,8.914,8.87
2008-04-23,9.242,9.23,9.0,9.225
2008-04-24,8.05,8.45,7.823,8.131
2008-04-25,8.13,8.191,8.048,7.96
2008-04-28,8.05,8.004,7.801,8.21
2008-04-29,8.17,8.3,7.936,8.3
2008-04-30,8.419,8.5,8.26,8.495
2008-05-01,8.0,8.86,8.261,8.367
2008-05-02,8.8,8.67,8.279,8.53
2008-05-05,8.5,8.69,8.2,8.53
2008-05-06,8.46,8.56,8.361,8.25
2008-05-07,8.5,8.31,8.28,8.078
2008-05-08,8.18,8.39,7.94,8.106
2008-05-09,8.03,8.253,7.86,8.14
2008-05-12,8.06,8.246,8.09,8.32
2008-05-13,8.15,8.43,8.17,8.304
2008-05-14,8.23,8.336,8.13,8.19
2008-05-15,8.058,8.483,7.998,8.411
2008-05-16,8.62,8.93,8.482,8.6986
2008-05-19,8.95,8.93,8.541,8.739
2008-05-20,8.54,8.76,8.477,8.55
2008-05-21,8.486,8.51,8.458,8.4
2008-05-22,8.7,8.818,8.6,8.682
2008-05-23,8.671,8.81,8.63,8.741
2008-05-27,8.7,9.041,8.875,8.879
2008-05-28,9.0,9.08,8.721,9.206
2008-05-29,8.967,9.314,9.218,9.177
2008-05-30,9.612,9.492,9.0,9.152
2008-06-02,9.183,9.427,9.177,9.213
2008-06-03,9.413,9.362,9.0,9.23
2008-06-04,9.12,9.17,8.92,9.18
2008-06-05,9.266,9.67,9.152,9.44
2008-06-06,9.563,9.265,8.9,9.093
2008-06-09,9.171,9.5,8.744,9.08
2008-06-10,8.744,9.075,8.832,9.16
2008-06-11,9.322,9.08,8.815,9.134
2008-06-12,9.08,9.39,9.17,9.15
2008-06-13,9.0,9.3,9.343,9.521
2008-06-16,9.278,9.41,9.137,9.489
2008-06-17,9.309,9.263,9.205,9.35
2008-06-18,9.0,9.233,9.0,9.048
2008-06-19,9.23,9.2,8.98,9.395
2008-06-20,9.09,9.25,8.99,8.873
2008-06-23,9.03,9.027,8.264,8.31
2008-06-24,8.535,8.66,8.419,8.617
2008-06-25,8.54,8.674,8.498,8.736
2008-06-26,8.423,8.479,8.363,8.45
2008-06-27,8.55,8.538,8.26,8.434
2008-06-30,8.335,8.303,8.028,8.23
2008-07-01,7.83,7.92,7.75,7.9
2008-07-02,8.1,8.162,8.02,8.07
2008-07-03,8.054,8.125,7.9,7.88
2008-07-07,7.8,8.036,7.722,7.538
2008-07-08,7.519,7.848,7.621,7.67
2008-07-09,7.95,7.8,7.4041,7.65
2008-07-10,7.352,7.5,7.33,7.525
2008-07-11,7.439,7.468,7.033,7.34
2008-07-14,7.224,7.24,7.183,7.0
2008-07-15,7.18,7.0438,6.943,7.06
2008-07-16,6.989,7.282,6.95,7.26
2008-07-17,7.28,7.261,6.956,7.437
2008-07-18,7.175,7.3,7.159,7.24
2008-07-21,7.42,7.44,7.27,7.111
2008-07-22,7.14,7.6,7.034,7.639
2008-07-23,7.888,8.15,7.5532,7.88
2008-07-24,7.813,7.8,7.298,7.29
2008-07-25,7.49,7.67,7.317,7.24
2008-07-28,7.466,7.449,7.36,7.131
2008-07-29,7.328,7.965,7.139,7.686
2008-07-30,7.793,7.673,7.4074,7.604
2008-07-31,7.585,7.7449,7.508,7.544
2008-08-01,7.636,7.59,7.178,7.45
2008-08-04,7.257,7.35,7.24,7.05
2008-08-05,7.412,7.329,7.35,7.34
2008-08-06,7.41,7.61,7.522,7.49
2008-08-07,7.647,7.47,7.472,7.37
2008-08-08,7.65,7.64,7.33,7.69
2008-08-11,7.535,8.5,7.82,8.37
2008-08-12,8.31,8.821,8.361,8.55
2008-08-13,8.46,8.56,8.26,8.32
2008-08-14,8.454,8.59,8.281,8.87
2008-08-15,8.95,8.97,8.527,8.484
2008-08-18,8.48,8.51,8.3,8.483
2008-08-19,8.27,8.63,8.212,8.262
2008-08-20,8.118,8.18,8.15,8.217
2008-08-21,7.92,8.205,8.004,7.98
2008-08-22,8.27,8.318,8.03,8.09
2008-08-25,8.042,8.261,7.777,7.95
2008-08-26,7.97,7.94,7.85,8.043
2008-08-27,7.826,8.186,7.99,8.179
2008-08-28,7.999,8.0,7.87,8.19
2008-08-29,8.058,8.249,7.8,7.84
2008-09-02,8.33,8.74,7.968,8.22
2008-09-03,8.148,8.17,7.9,8.311
2008-09-04,7.993,8.001,7.74,7.69
2008-09-05,7.54,7.665,7.714,7.83
2008-09-08,8.043,7.969,7.922,7.89
2008-09-09,7.94,8.02,7.585,7.54
2008-09-10,7.948,7.873,7.61,7.61
2008-09-11,7.696,8.12,7.71,8.104
2008-09-12,7.84,8.222,7.802,8.001
2008-09-15,7.392,7.809,7.53,7.72
2008-09-16,7.792,8.46,7.749,8.182
2008-09-17,8.1,8.0,8.09,7.88
2008-09-18,8.18,8.104,7.969,8.12
2008-09-19,8.28,8.519,7.6,8.27
2008-09-22,8.2723,8.32,7.7,7.92
2008-09-23,7.94,8.152,7.6,7.67
2008-09-24,7.85,8.03,7.661,7.529
2008-09-25,7.588,7.82,7.488,7.635
2008-09-26,7.41,7.7,7.39,7.75
2008-09-29,7.64,7.79,7.256,7.098
2008-09-30,7.27,7.595,7.243,7.555
2008-10-01,7.43,7.85,7.51,7.5
2008-10-02,7.753,7.702,7.27,7.303
2008-10-03,7.4,7.404,7.01,7.06
2008-10-06,6.74,7.09,6.308,6.607
2008-10-07,6.82,6.688,6.29,6.31
2008-10-08,5.983,6.57,5.86,5.981
2008-10-09,5.81,6.123,5.6,5.574
2008-10-10,5.275,5.782,5.0,5.8
2008-10-13,5.86,6.2,5.684,5.92
2008-10-14,6.318,6.336,5.718,5.78
2008-10-15,5.505,5.67,5.15,5.18
2008-10-16,5.1,5.47,5.066,5.37
2008-10-17,5.127,5.495,5.155,5.382
2008-10-20,5.5,5.74,5.44,5.843
2008-10-21,5.383,5.76,5.44,5.321
2008-10-22,5.35,5.33,4.91,5.093
2008-10-23,5.05,5.31,5.051,5.31
2008-10-24,4.66,5.201,4.79,5.03
2008-10-27,4.79,5.0,4.67,4.931
2008-10-28,5.068,5.59,4.92,5.69
2008-10-29,5.66,6.049,5.4405,5.936
2008-10-30,6.086,6.51,5.79,6.35
2008-10-31,6.51,6.68,6.211,6.585
2008-11-03,6.382,6.671,6.258,6.407
2008-11-04,6.499,6.606,6.09,6.45
2008-11-05,6.218,6.54,6.029,6.039
2008-11-06,5.88,5.96,5.642,5.649
2008-11-07,5.6,5.72,5.229,5.338
2008-11-10,5.513,5.7,5.197,5.1
2008-11-11,4.88,5.3,4.849,5.155
2008-11-12,4.91,5.15,4.77,4.669
2008-11-13,4.86,4.78,4.07,4.666
2008-11-14,4.667,4.67,4.502,4.348
2008-11-17,4.39,4.557,4.14,4.38
2008-11-18,4.5,4.62,4.1,4.36
2008-11-19,4.23,4.426,4.13,4.177
2008-11-20,4.07,4.163,3.749,3.637
2008-11-21,3.782,4.09,3.7,4.071
2008-11-24,4.066,4.27,4.13,4.391
2008-11-25,4.086,4.4,3.98,4.303
2008-11-26,4.08,4.468,4.079,4.42
2008-11-28,4.36,4.6736,4.511,4.491
2008-12-01,4.415,4.424,4.096,4.047
2008-12-02,4.26,4.32,4.02,4.343
2008-12-03,4.33,4.51,4.2,4.47
2008-12-04,4.296,4.715,4.21,4.348
2008-12-05,4.27,4.78,4.27,4.73
2008-12-08,4.874,4.94,4.661,4.8
2008-12-09,4.91,4.89,4.669,4.834
2008-12-10,4.82,4.9991,4.67,4.973
2008-12-11,4.93,4.98,4.58,4.618
2008-12-12,4.53,4.84,4.425,4.73
2008-12-15,4.693,4.947,4.49,4.7
2008-12-16,4.771,5.043,4.694,4.94
2008-12-17,4.978,5.058,4.75,4.994
2008-12-18,5.041,5.43,4.737,4.904
2008-12-19,5.086,5.0806,4.932,5.01
2008-12-22,4.97,5.01,4.76,4.75
2008-12-23,4.87,4.8972,4.569,4.732
2008-12-24,4.626,4.89,4.7,4.88
2008-12-26,4.74,4.99,4.649,4.73
2008-12-29,4.9,4.824,4.68,4.633
2008-12-30,4.771,4.82,4.639,4.9
2008-12-31,4.75,4.95,4.78,4.96
2009-01-02,4.858,5.03,4.735,5.06
2009-01-05,5.095,5.05,4.9,5.1
2009-01-06,5.0,5.23,4.988,5.22
2009-01-07,5.06,5.123,5.1,5.085
2009-01-08,4.931,5.336,4.924,5.15
2009-01-09,5.19,5.187,4.882,5.001
2009-01-12,5.013,5.046,4.911,4.962
2009-01-13,4.95,4.93,4.79,4.691
2009-01-14,4.831,4.83,4.448,4.61
2009-01-15,4.61,4.7831,4.48,4.81
2009-01-16,4.92,4.807,4.57,4.9
2009-01-19,4.848,4.883,4.559,4.84
2009-01-20,4.778,4.94,4.563,4.586
2009-01-21,4.352,4.748,4.29,4.64
2009-01-22,4.579,4.815,4.43,4.68
2009-01-23,4.52,4.67,4.517,4.76
2009-01-26,4.59,4.73,4.531,4.6
2009-01-27,4.54,4.66,4.59,4.77
2009-01-28,4.719,5.1,4.617,4.96
2009-01-29,4.688,4.97,4.799,5.028
2009-01-30,4.91,5.03,4.927,4.91
2009-02-02,4.85,4.897,4.81,4.9
2009-02-03,4.7,5.044,4.82,5.154
2009-02-04,5.03,5.24,4.95,5.028
2009-02-05,4.949,5.11,4.93,5.29
2009-02-06,5.153,5.329,5.086,5.39
2009-02-09,5.45,5.573,5.165,5.45
2009-02-10,5.47,5.39,5.108,5.11
2009-02-11,5.06,5.09,5.091,5.17
2009-02-12,5.11,5.25,5.07,5.25
2009-02-13,5.08,5.17,5.192,5.294
2009-02-17,4.98,4.93,4.88,4.934
2009-02-18,4.941,4.92,4.9,4.949
2009-02-19,4.967,5.02,4.955,4.98
2009-02-20,4.87,4.9397,4.748,4.85
2009-02-23,4.85,4.94,4.736,4.65
2009-02-24,4.68,4.99,4.6987,4.783
2009-02-25,4.844,4.97,4.797,4.73
2009-02-26,4.755,4.968,4.607,4.68
2009-02-27,4.45,4.73,4.53,4.623
2009-03-02,4.71,4.68,4.53,4.445
2009-03-03,4.66,4.551,4.388,4.29
2009-03-04,4.66,4.637,4.455,4.483
2009-03-05,4.48,4.568,4.47,4.41
2009-03-06,4.459,4.468,4.14,4.26
2009-03-09,4.299,4.41,4.206,4.331
2009-03-10,4.4,4.748,4.187,4.712
2009-03-11,4.8,4.9,4.667,4.76
2009-03-12,4.795,5.29,4.612,5.062
2009-03-13,5.127,5.427,5.08,5.45
2009-03-16,5.364,5.5,5.41,5.59
2009-03-17,5.403,5.652,5.48,5.66
2009-03-18,5.561,6.1,5.6,6.0
2009-03-19,6.025,5.96,5.97,5.876
2009-03-20,5.889,5.97,5.642,5.65
2009-03-23,5.781,6.25,5.6,6.08
2009-03-24,6.048,6.06,5.82,5.85
2009-03-25,5.725,6.087,5.59,5.8
2009-03-26,5.92,6.525,5.7,6.284
2009-03-27,5.98,6.1,6.07,6.137
2009-03-30,5.92,5.9413,5.74,5.64
2009-03-31,5.92,5.908,5.663,5.628
2009-04-01,5.595,5.766,5.448,5.796
2009-04-02,6.0,6.0,5.804,6.12
2009-04-03,5.86,5.988,5.84,5.909
2009-04-06,6.07,5.87,5.89,5.82
2009-04-07,5.666,5.855,5.529,5.827
2009-04-08,5.83,5.877,5.752,5.762
2009-04-09,6.102,6.162,6.04,6.0
2009-04-13,6.01,6.288,5.97,6.293
2009-04-14,6.037,6.11,6.14,6.041
2009-04-15,5.78,6.03,5.664,5.95
2009-04-16,5.782,5.88,5.953,6.083
2009-04-17,5.917,6.17,5.761,6.29
2009-04-20,6.062,6.1,5.767,5.691
2009-04-21,5.638,6.11,5.7,6.026
2009-04-22,6.113,6.42,5.99,6.414
2009-04-23,6.54,7.0,6.408,6.73
2009-04-24,6.651,7.137,6.79,6.773
2009-04-27,6.877,6.872,6.672,6.7
2009-04-28,6.763,7.01,6.7,6.75
2009-04-29,7.077,7.01,6.908,6.88
2009-04-30,7.236,7.99,6.93,7.26
2009-05-01,7.556,7.49,7.09,6.9
2009-05-04,7.1,7.41,7.29,7.47
2009-05-05,7.137,7.48,7.0,7.37
2009-05-06,7.443,7.249,7.082,7.1
2009-05-07,7.37,7.416,7.014,7.166
2009-05-08,7.22,7.33,7.02,6.86
2009-05-11,7.06,7.071,6.77,6.955
2009-05-12,7.034,7.1,6.57,6.64
2009-05-13,6.65,6.72,6.65,6.443
2009-05-14,6.58,6.86,6.428,6.388
2009-05-15,6.48,6.648,6.45,6.68
2009-05-18,6.82,6.9,6.68,6.75
2009-05-19,6.8,6.979,6.79,6.98
2009-05-20,7.02,7.302,6.86,7.081
2009-05-21,6.725,7.0256,6.69,6.789
2009-05-22,6.87,6.8156,6.62,6.6
2009-05-26,6.663,6.945,6.309,6.94
